"ft_barack_obama_pre","ft_barack_obama_post","ft_mitt_romney_pre","ft_mitt_romney_post","ft_joe_biden_pre","ft_joe_biden_post","ft_paul_ryan_pre","ft_paul_ryan_post","ft_gay"
70,85,50,50,40,60,70,70,50
0,0,85,100,0,15,85,100,85
90,90,3,2,98,100,0,0,50
100,100,0,0,100,100,0,0,50
85,75,0,15,85,90,0,0,75
40,40,15,30,30,30,70,70,40
60,60,0,0,40,40,0,50,0
50,50,40,50,50,50,50,50,30
60,50,30,65,20,40,0,55,70
100,NA,0,NA,100,NA,0,NA,NA
85,75,30,45,50,50,15,30,55
85,85,50,50,50,50,50,50,85
70,70,30,15,70,85,15,15,85
15,0,85,85,0,0,85,0,0
100,100,0,15,75,85,0,0,100
15,30,85,50,0,15,85,70,50
70,85,30,40,60,50,15,30,50
100,100,5,15,85,85,2,0,15
85,85,50,70,85,80,50,50,50
0,50,0,50,0,50,0,50,50
70,80,60,25,60,65,65,60,25
85,85,0,15,77,70,15,0,100
15,10,55,45,30,10,80,90,5
0,0,90,85,0,0,85,70,0
85,100,15,15,85,100,15,15,70
100,100,50,0,100,100,50,50,0
100,NA,15,NA,100,NA,0,NA,NA
70,82,85,80,60,70,70,80,90
60,70,40,40,60,70,0,30,50
35,30,75,70,35,55,85,85,50
70,80,15,0,60,70,30,0,70
85,85,0,15,100,100,0,0,40
90,85,45,15,85,70,35,15,85
80,85,40,50,75,70,30,55,70
60,60,75,75,60,60,85,80,50
0,15,80,60,0,15,80,50,15
60,40,70,60,40,50,50,70,50
40,15,85,85,15,0,70,50,50
15,30,70,70,0,30,90,85,0
30,80,0,40,0,60,0,30,15
30,30,85,85,30,30,85,70,40
15,0,86,0,35,0,50,0,0
100,100,0,0,50,70,50,50,100
40,30,70,70,50,50,50,NA,0
30,50,65,70,30,40,50,60,30
40,30,70,60,30,30,70,80,30
40,0,85,75,50,0,35,75,100
70,70,40,30,60,70,40,30,50
85,85,40,30,70,85,15,0,70
85,100,15,0,60,85,40,50,70
100,100,0,0,70,50,0,50,60
0,0,100,100,0,0,70,100,0
70,75,40,12,86,70,30,2,88
100,100,0,0,85,85,0,0,60
85,50,50,15,70,50,50,50,50
0,0,60,60,15,0,60,40,0
15,NA,70,NA,16,NA,80,NA,NA
60,NA,60,NA,50,NA,60,NA,NA
0,0,85,85,0,0,85,70,50
70,70,30,40,70,70,30,40,70
30,15,60,15,30,15,60,15,50
85,100,0,40,70,85,15,60,100
5,0,75,85,1,10,90,95,40
85,NA,0,NA,85,NA,0,NA,NA
15,15,85,85,30,15,30,85,50
98,98,0,0,98,90,15,30,60
100,100,0,0,70,85,0,50,60
70,60,95,90,50,50,60,30,10
70,60,20,30,80,90,50,50,90
0,0,100,90,0,0,100,100,50
90,100,15,15,80,90,10,15,50
0,0,100,100,0,0,100,100,0
70,NA,70,NA,70,NA,70,NA,NA
0,0,70,50,50,0,70,70,50
100,100,0,15,100,100,0,15,40
100,95,30,0,100,95,50,50,50
60,100,70,50,60,100,70,70,70
85,100,0,0,70,70,30,30,50
80,60,50,0,80,80,50,0,0
70,85,40,30,70,85,50,15,50
100,100,0,0,100,85,0,0,60
0,40,100,85,15,40,100,100,40
0,0,75,85,15,15,75,70,15
0,15,100,85,50,30,85,70,50
0,0,60,60,0,0,85,85,50
85,NA,15,NA,50,NA,NA,NA,NA
100,50,0,50,50,50,70,50,100
100,85,15,15,85,85,15,0,60
0,40,75,70,15,30,85,85,15
85,95,30,30,85,90,40,30,50
85,85,85,70,85,85,85,70,0
85,85,40,60,NA,70,NA,50,100
40,65,85,65,50,50,70,75,50
15,15,70,40,0,0,85,85,50
100,100,0,0,50,0,50,0,60
30,NA,85,NA,40,NA,70,NA,NA
40,40,100,85,15,40,85,100,15
15,40,80,85,0,0,95,85,85
15,0,100,100,0,15,50,85,50
30,NA,85,NA,15,NA,85,NA,NA
30,15,60,60,15,30,70,50,60
15,30,85,60,30,30,85,85,50
15,0,60,85,0,30,60,15,50
40,50,70,70,50,70,70,80,30
85,75,0,0,90,70,0,0,100
0,15,45,50,0,30,45,50,50
85,90,50,60,85,90,50,50,50
0,0,70,85,0,15,70,85,50
60,70,40,15,50,50,50,50,85
40,40,40,40,0,30,30,50,50
50,50,50,50,50,50,50,50,50
1,0,55,50,2,0,65,60,25
0,0,65,65,0,0,95,99,50
85,85,0,15,60,60,0,0,50
15,40,85,15,15,40,100,60,15
0,0,100,100,0,0,85,100,50
70,70,30,50,65,70,0,0,100
70,40,0,0,60,40,0,50,50
0,0,85,100,15,5,85,100,0
0,0,70,70,0,15,85,85,0
90,70,15,10,85,68,3,0,45
85,85,15,30,60,50,30,60,60
50,50,50,50,85,70,50,50,50
30,70,30,70,30,50,30,50,100
85,65,30,35,50,35,0,0,100
100,100,50,60,85,85,50,60,30
100,100,0,0,0,100,NA,0,40
60,60,70,70,40,60,60,60,50
85,100,15,30,70,85,30,30,85
85,100,0,0,100,100,0,0,50
85,100,30,45,85,100,30,30,70
70,70,40,40,85,70,0,0,100
50,15,85,90,50,15,70,70,15
60,70,35,40,50,60,40,40,50
50,50,40,50,60,50,50,50,50
15,0,85,70,0,0,85,85,85
90,100,10,50,80,100,15,60,85
0,0,80,75,0,0,85,80,0
0,60,100,NA,0,NA,100,NA,20
0,0,70,70,0,0,85,70,15
90,90,30,40,65,70,40,50,65
85,90,70,50,75,80,50,0,50
15,15,70,70,0,30,85,85,30
15,15,60,80,15,0,85,70,50
70,60,60,40,85,70,70,60,70
100,100,0,0,90,100,0,0,100
99,85,15,0,99,85,0,0,50
100,100,0,0,100,70,0,0,0
40,30,50,50,50,30,50,NA,NA
100,NA,0,NA,100,NA,0,NA,NA
86,85,0,30,85,85,0,30,85
30,40,85,80,50,45,70,50,40
30,40,85,70,15,30,70,85,40
15,30,60,70,40,50,70,60,50
0,0,100,85,0,15,85,85,50
85,100,50,40,85,100,50,50,60
0,0,100,90,0,0,100,0,0
65,70,40,40,50,50,70,45,15
15,0,85,85,0,40,100,50,0
100,NA,70,NA,85,NA,15,NA,NA
15,26,85,85,10,18,90,90,42
0,0,70,70,0,0,70,60,40
90,90,0,30,85,85,0,0,80
60,70,70,70,60,70,70,70,50
0,15,85,75,0,0,60,85,50
0,NA,40,NA,70,NA,85,NA,NA
0,0,100,85,0,0,100,100,50
50,50,60,85,50,50,60,70,50
50,40,85,85,15,50,85,85,70
85,100,85,100,70,100,70,100,100
0,0,60,60,30,2,60,40,50
30,15,75,65,15,10,80,90,50
70,78,0,0,50,50,0,0,50
40,50,15,30,60,50,40,70,0
15,NA,60,NA,50,NA,50,NA,NA
70,65,0,0,50,55,0,0,70
70,60,15,15,60,60,0,15,50
30,70,100,100,85,70,70,50,0
100,100,0,0,70,85,0,50,30
70,85,15,50,40,60,40,85,70
35,30,80,85,25,15,85,70,50
100,100,100,15,80,60,15,10,50
0,0,100,100,0,0,100,100,50
100,100,70,50,60,100,70,70,100
0,0,85,85,0,15,100,85,50
60,50,60,50,60,50,50,50,50
40,70,70,85,60,50,60,50,50
100,100,0,40,85,100,0,30,50
85,85,60,30,85,70,60,50,60
70,75,0,15,85,80,15,50,10
100,100,0,0,70,70,50,40,85
40,50,50,60,0,0,45,50,60
70,70,0,30,70,70,0,15,70
0,0,100,70,0,0,95,70,0
70,60,30,40,70,50,15,0,70
0,85,85,85,0,50,85,85,75
62,70,35,30,49,40,45,50,50
0,15,30,60,0,30,15,40,50
85,100,50,50,70,85,40,50,85
100,100,0,15,95,100,15,30,85
0,0,0,0,0,0,0,15,100
15,30,70,60,15,40,70,50,40
90,85,15,20,65,62,17,15,50
100,100,50,0,100,100,0,50,60
85,85,40,40,70,50,50,30,70
95,100,0,10,75,85,75,75,0
85,100,0,0,50,100,50,0,0
85,100,50,50,50,80,50,80,80
30,50,70,85,30,50,50,50,70
0,0,70,85,0,0,100,90,0
60,15,50,15,50,15,NA,30,50
40,50,59,70,85,60,70,50,0
75,85,0,0,50,NA,0,NA,50
60,55,65,60,60,53,70,65,50
85,85,0,30,70,70,0,30,85
70,70,40,15,100,100,50,15,100
70,NA,0,NA,NA,NA,NA,NA,NA
85,100,40,0,30,70,0,0,0
100,80,0,30,100,75,0,0,85
100,100,50,85,85,85,70,85,70
0,0,60,60,15,15,85,85,15
0,0,100,90,0,0,100,100,50
60,70,50,50,50,60,50,50,0
85,NA,15,NA,60,NA,50,NA,NA
85,100,0,15,70,70,15,50,60
24,4,25,5,25,22,25,5,50
65,60,55,40,50,60,40,40,50
85,100,60,30,70,80,60,50,70
100,100,0,0,14,10,NA,0,50
15,0,60,60,0,0,60,70,0
85,NA,50,NA,85,NA,40,NA,NA
0,0,85,60,5,10,90,100,0
30,40,85,60,40,50,70,70,50
65,42,30,32,70,59,10,2,57
15,40,98,100,5,15,90,85,50
100,100,0,0,100,100,0,0,100
85,75,10,15,70,60,5,10,55
15,50,60,50,50,50,50,50,50
70,40,70,85,50,40,50,0,0
50,100,80,100,50,100,80,100,60
70,85,15,15,70,70,0,0,50
0,10,60,50,0,30,50,35,50
50,55,50,60,50,50,50,50,50
0,0,100,100,50,0,85,85,85
100,NA,40,NA,100,NA,50,NA,NA
97,92,15,0,59,50,50,50,80
60,70,0,0,50,50,50,50,80
0,15,85,60,30,40,70,50,15
70,85,15,15,85,70,0,0,50
10,15,90,70,2,5,80,80,50
70,65,30,40,50,60,30,25,60
0,10,90,70,10,30,90,85,0
90,80,20,10,70,80,30,40,50
70,40,30,15,75,70,50,15,25
100,100,0,0,100,100,0,30,85
85,85,60,40,100,100,70,60,50
15,0,70,85,15,40,70,50,50
95,100,5,0,80,85,25,30,55
15,0,85,85,30,0,70,85,50
100,85,15,0,85,85,0,0,85
30,0,70,30,50,30,80,100,20
100,NA,0,NA,100,NA,0,NA,NA
0,10,85,85,15,20,85,70,70
60,NA,0,NA,50,NA,NA,NA,NA
60,NA,15,NA,50,NA,30,NA,NA
100,100,0,0,100,100,0,0,50
0,0,90,65,5,10,90,85,50
75,75,30,35,65,75,2,5,86
85,100,15,40,85,100,0,40,50
0,0,100,85,0,15,100,85,85
30,50,80,50,40,50,60,50,50
70,70,0,0,85,70,0,0,50
50,60,50,40,50,50,40,30,50
70,70,15,15,85,85,15,15,50
50,50,50,50,50,50,50,50,0
85,80,50,50,70,70,50,50,50
70,100,0,50,0,40,0,40,40
30,40,70,60,40,50,70,60,50
75,50,85,80,50,40,85,50,50
75,50,15,30,50,50,5,15,60
100,90,0,60,70,80,0,50,0
50,30,40,50,40,50,50,50,40
15,NA,85,NA,15,NA,70,NA,NA
100,100,0,0,85,85,0,0,100
85,85,15,15,80,70,15,15,60
75,76,40,55,85,90,20,20,50
100,99,0,0,100,90,0,0,100
85,85,50,40,30,40,70,85,50
50,50,0,0,80,85,0,15,70
70,60,40,30,40,30,15,0,50
90,95,10,10,80,90,10,15,50
80,90,10,20,60,75,5,5,50
15,15,60,60,0,0,50,30,30
40,0,60,70,0,40,50,40,40
85,85,0,30,100,90,0,15,95
85,95,0,30,85,100,0,30,50
85,80,50,60,70,60,15,40,70
63,55,20,40,75,55,20,30,80
85,60,15,30,85,60,15,40,60
40,40,70,40,30,15,80,70,15
100,100,0,0,85,100,85,40,100
85,85,15,30,85,100,0,0,85
70,NA,50,NA,70,NA,40,NA,NA
100,100,0,0,100,100,0,0,50
0,0,85,70,15,0,100,100,0
15,0,85,70,0,30,85,70,70
85,95,15,10,85,80,5,2,100
85,100,30,40,85,85,50,NA,85
15,NA,60,NA,50,NA,85,NA,NA
40,33,60,66,60,14,50,77,5
0,0,100,100,0,0,100,100,50
50,50,50,40,50,15,50,30,50
0,NA,0,NA,0,NA,0,NA,NA
15,30,0,0,0,15,85,85,85
85,100,60,50,70,85,60,60,60
85,85,70,70,85,85,70,70,60
0,30,60,30,0,0,50,40,70
15,15,70,70,0,0,60,50,40
85,100,40,50,85,85,60,50,0
15,20,85,80,0,30,95,80,10
100,100,0,0,100,100,0,15,85
100,100,0,0,100,100,0,0,100
40,50,70,70,50,60,60,60,30
80,85,40,60,80,70,15,0,30
0,0,100,100,0,0,100,100,85
15,NA,60,NA,0,NA,70,NA,NA
50,NA,40,NA,50,NA,NA,NA,NA
30,40,30,40,15,25,50,40,40
100,85,15,30,85,70,15,15,30
100,85,0,15,85,85,50,50,40
85,85,40,40,65,70,35,40,75
0,0,96,95,0,25,90,50,0
10,0,86,90,45,50,80,50,50
40,60,70,85,30,60,60,70,50
85,85,40,40,85,85,15,30,70
0,0,90,85,50,40,90,85,70
85,85,40,30,100,100,40,40,85
30,30,85,70,0,30,85,70,50
85,70,30,15,70,70,30,15,60
0,NA,0,NA,0,NA,0,NA,NA
70,85,70,60,70,100,50,90,50
15,15,85,85,15,15,85,85,15
90,100,80,85,80,99,75,80,85
82,90,0,10,80,87,0,5,90
0,0,100,85,15,15,85,85,50
35,5,65,65,40,10,50,25,45
60,59,10,40,59,49,7,3,9
30,50,85,100,40,30,70,100,60
100,100,30,0,15,60,30,100,100
50,50,50,50,50,50,50,50,15
15,15,70,70,40,60,100,100,70
100,100,0,0,100,85,0,0,50
30,10,0,0,85,90,0,1,1
71,80,40,35,50,65,50,50,60
50,15,30,0,30,15,0,0,15
60,50,40,50,50,50,30,50,60
50,75,70,75,50,70,70,50,90
100,85,30,40,100,100,0,15,60
85,100,40,40,70,85,15,15,60
0,0,70,70,0,0,85,80,40
30,15,70,70,0,0,70,70,0
70,85,15,0,70,70,15,15,100
100,NA,60,NA,5,NA,20,NA,NA
70,80,0,0,70,80,0,0,0
15,0,100,100,15,0,100,100,100
0,0,70,60,0,0,70,60,50
100,0,0,0,100,50,50,50,0
75,85,10,15,80,80,0,0,65
100,100,0,0,100,100,0,0,80
85,85,15,15,0,50,0,0,85
100,100,0,0,100,100,0,50,50
0,0,100,100,15,50,50,NA,50
85,60,50,50,100,70,40,50,60
85,NA,40,NA,85,NA,40,NA,NA
100,100,15,50,90,75,0,0,100
0,0,55,60,15,0,70,85,40
40,70,30,40,40,70,30,30,50
90,90,45,30,90,85,30,30,50
50,60,50,50,50,50,50,50,30
85,85,0,15,85,85,0,50,100
70,75,40,15,60,75,50,45,70
75,85,30,30,95,100,25,15,70
15,50,15,40,15,50,15,40,85
0,0,0,0,0,0,0,30,0
70,60,44,40,55,50,50,50,15
50,40,70,50,60,50,60,50,30
70,75,15,0,70,75,60,0,100
85,90,15,15,100,90,40,15,50
30,40,75,60,15,20,75,60,50
60,50,50,50,50,35,50,50,50
30,30,60,75,25,35,50,60,45
100,100,15,0,80,80,15,0,50
30,37,85,87,15,15,85,90,35
85,85,15,30,70,80,15,30,80
0,15,85,70,15,0,85,85,50
30,NA,85,NA,40,NA,70,NA,NA
0,0,85,100,0,0,85,100,0
100,100,0,0,100,100,0,0,95
100,100,50,30,100,100,50,70,50
70,85,40,30,55,65,35,45,80
70,70,40,50,50,60,15,30,60
100,90,0,15,100,80,0,NA,50
40,40,60,60,40,30,60,60,15
45,45,60,75,30,NA,50,55,50
90,NA,20,NA,92,NA,15,NA,NA
12,37,65,68,35,55,75,65,50
30,25,70,40,30,10,60,40,40
40,40,100,85,0,0,100,100,0
0,0,70,60,0,0,70,85,80
75,NA,75,NA,60,NA,70,NA,NA
15,0,75,70,15,70,75,60,30
100,NA,50,NA,50,NA,50,NA,NA
50,65,70,75,40,45,70,65,15
100,100,30,30,85,85,15,15,85
95,90,30,15,85,88,15,45,65
70,65,40,47,50,50,40,47,50
0,0,0,0,0,0,0,0,100
85,70,0,20,60,50,0,50,50
30,40,60,60,40,40,70,60,30
0,0,0,0,0,50,0,50,50
0,0,80,90,0,0,70,85,75
0,0,100,85,0,0,100,100,50
70,85,30,40,60,40,15,40,85
70,80,10,30,40,55,60,45,70
85,70,40,40,60,70,70,60,40
60,50,40,50,60,50,30,50,50
90,100,0,0,50,55,45,50,75
100,100,50,0,60,50,40,NA,40
0,0,100,70,0,0,100,100,0
100,100,0,15,100,100,15,15,70
85,100,0,30,100,100,0,30,100
70,70,30,50,50,50,50,50,70
70,70,50,40,60,50,50,30,30
70,NA,60,NA,70,NA,60,NA,NA
85,100,30,40,70,85,50,70,85
85,80,20,30,50,40,5,10,1
15,30,85,70,15,30,70,60,60
15,15,85,85,30,30,85,85,50
60,60,40,30,50,60,50,50,70
85,85,30,15,40,50,30,50,50
85,90,40,50,100,100,0,0,75
70,85,15,30,85,85,15,30,70
0,30,100,100,0,0,100,100,0
70,85,6,20,80,85,1,3,70
85,85,0,15,85,85,0,15,60
0,0,60,60,0,0,50,50,50
42,30,52,60,55,15,60,50,0
0,0,100,70,30,40,85,70,50
85,70,0,0,50,60,0,15,75
60,85,60,50,70,85,60,85,85
70,80,30,30,70,70,0,15,75
70,60,60,40,60,60,65,80,80
30,85,15,30,0,40,50,40,70
90,100,60,50,90,85,0,50,85
100,100,0,0,100,0,0,0,20
30,NA,85,NA,40,NA,70,NA,NA
70,90,30,15,50,55,85,50,50
85,NA,15,NA,70,NA,30,NA,NA
85,85,0,0,70,85,0,10,75
70,80,40,30,70,60,15,60,50
85,80,50,50,85,70,60,50,50
15,30,60,60,0,15,50,40,0
0,15,85,90,5,10,75,90,90
0,0,100,100,0,0,100,100,0
100,100,0,30,85,85,15,0,50
100,100,15,30,85,100,70,50,40
100,100,0,15,100,85,0,15,50
0,0,60,70,0,0,50,50,0
100,85,0,0,70,70,0,0,100
59,60,15,20,50,20,30,10,50
85,100,40,15,50,70,40,50,50
45,40,55,60,0,40,30,70,100
30,50,100,85,60,50,40,50,50
85,80,30,0,85,89,30,12,79
80,89,0,0,80,85,0,75,80
40,60,0,15,70,100,15,0,100
0,0,40,60,15,0,30,50,50
100,100,50,50,50,50,50,50,50
100,100,0,0,100,100,0,0,100
85,100,0,5,15,50,0,30,70
0,NA,85,NA,40,NA,70,NA,NA
65,60,40,40,50,60,30,20,30
100,100,15,40,100,85,15,30,70
30,30,85,100,30,30,100,50,70
85,85,30,40,70,70,0,0,50
40,40,30,40,15,15,50,15,0
90,85,45,40,90,85,50,50,50
0,0,85,85,0,0,85,85,0
60,100,60,0,60,100,30,0,0
70,60,50,50,60,60,30,50,30
85,85,40,15,85,85,50,40,50
40,15,30,15,50,70,50,50,40
85,85,40,60,70,85,15,15,60
15,15,85,70,5,15,90,85,50
100,100,50,15,80,90,50,30,50
70,85,30,40,85,90,40,30,50
0,0,85,85,15,0,100,100,0
100,100,0,0,100,100,0,0,50
60,NA,60,NA,30,NA,70,NA,NA
100,100,0,15,60,30,60,30,30
65,68,45,33,70,60,25,10,45
100,99,0,0,96,85,0,0,90
60,50,50,50,0,50,0,50,50
60,85,30,15,40,75,50,70,30
100,100,0,15,100,95,0,0,50
15,0,70,60,0,15,85,85,85
60,60,40,60,0,60,0,60,70
70,70,60,50,90,50,0,30,50
85,80,50,0,85,70,50,0,0
30,15,70,60,10,5,80,85,75
85,85,15,30,70,85,0,15,50
0,0,90,95,15,40,90,95,50
15,50,85,85,15,40,85,85,70
85,85,40,0,85,85,50,55,85
70,NA,40,NA,60,NA,40,NA,NA
85,90,15,0,60,60,0,0,60
50,NA,0,NA,50,NA,0,NA,NA
60,NA,50,NA,50,NA,30,NA,NA
0,30,0,30,0,30,30,60,50
50,NA,100,NA,30,NA,95,NA,NA
40,40,85,75,50,55,70,80,50
100,85,50,50,90,90,40,45,75
100,100,0,0,100,100,0,0,50
70,87,60,0,85,65,15,35,0
70,100,15,15,50,85,60,30,0
0,0,90,78,1,0,87,90,0
0,0,85,85,1,0,99,90,50
0,40,30,40,15,50,15,50,40
0,0,0,10,0,0,0,0,100
75,70,15,30,60,85,0,15,85
85,85,30,40,60,60,30,40,60
0,0,89,85,1,0,92,96,0
85,85,40,40,85,85,30,0,50
100,100,30,50,90,100,15,10,100
0,15,60,40,0,0,60,50,50
100,100,30,30,70,80,50,45,50
55,20,55,50,45,10,50,10,0
100,100,0,15,60,85,15,10,30
70,51,70,50,50,85,60,70,79
40,15,60,30,40,0,50,0,40
90,85,30,30,85,70,50,40,70
95,95,0,25,75,80,1,25,50
40,60,60,60,0,15,60,50,50
90,NA,0,NA,95,NA,0,NA,NA
100,99,0,5,100,99,0,5,70
15,30,70,70,15,0,70,70,40
65,55,25,10,50,50,50,50,80
60,60,70,60,40,60,60,NA,15
100,100,0,90,50,95,0,70,50
50,NA,50,NA,50,NA,50,NA,NA
60,85,40,40,60,50,40,50,0
0,0,85,70,0,0,85,80,50
100,95,0,30,100,100,50,40,15
60,85,50,40,60,30,50,35,30
60,60,35,40,50,50,50,50,50
85,90,15,20,70,85,30,40,85
55,50,55,75,50,55,30,40,75
15,0,90,70,0,0,90,85,NA
100,100,0,0,100,100,0,0,60
30,40,0,0,50,50,0,0,0
85,85,50,40,80,85,50,50,50
70,75,0,15,60,60,0,15,60
60,40,60,80,30,50,60,70,0
100,100,0,0,100,100,0,0,100
85,100,30,60,85,85,70,70,100
60,NA,60,NA,50,NA,70,NA,NA
22,10,82,70,2,0,94,90,50
60,NA,30,NA,30,NA,0,NA,NA
70,60,70,70,50,70,60,60,50
70,NA,30,NA,50,NA,50,NA,NA
85,NA,40,NA,30,NA,0,NA,NA
70,80,30,30,70,80,15,60,50
62,75,37,55,68,70,48,30,85
50,100,0,0,50,0,0,0,60
85,NA,0,NA,60,NA,60,NA,NA
70,85,40,60,60,70,30,50,60
50,50,10,0,50,50,9,25,75
0,0,90,90,0,0,100,100,0
0,0,90,95,15,0,85,95,40
15,0,70,75,0,0,70,75,50
100,100,15,15,100,100,15,15,40
50,85,40,60,40,60,50,85,40
85,100,0,50,85,100,0,40,0
85,100,0,0,85,100,50,50,0
85,100,70,90,70,100,70,50,50
85,90,60,55,50,80,60,80,50
100,90,0,30,100,90,0,15,50
50,40,60,50,50,50,60,60,40
70,NA,15,NA,70,NA,0,NA,NA
70,85,40,35,70,60,40,40,70
0,10,70,85,30,0,100,95,15
95,100,0,15,90,95,0,0,85
0,15,85,85,15,15,90,85,40
100,100,0,0,100,100,0,0,50
80,80,15,40,80,70,0,30,60
70,85,40,50,NA,50,NA,50,60
40,NA,40,NA,50,NA,50,NA,NA
100,100,0,0,80,85,50,50,50
100,80,30,30,70,60,50,40,30
100,100,0,0,80,79,0,78,100
15,15,50,50,65,50,50,25,0
40,85,0,15,40,60,40,60,0
85,85,15,50,85,70,30,60,50
70,85,0,0,60,65,0,0,75
85,90,60,30,85,85,50,20,70
70,85,30,30,50,40,15,0,15
51,60,50,50,50,50,50,50,0
100,100,0,0,100,100,0,0,99
50,70,0,15,0,15,0,30,15
100,100,0,0,50,0,50,50,85
60,50,0,70,40,50,0,0,70
0,0,40,15,0,0,60,75,0
30,50,0,0,40,70,0,0,0
40,60,15,50,50,60,40,40,30
45,50,25,30,60,50,35,10,60
60,60,0,0,60,40,0,0,90
15,15,100,100,0,0,85,100,0
100,90,15,10,85,85,0,15,70
15,15,70,70,0,0,100,85,20
70,70,15,15,50,60,0,0,50
45,55,30,30,42,45,30,30,50
40,40,40,85,50,40,50,60,50
70,85,15,15,50,50,0,30,85
30,25,70,75,15,15,70,60,15
30,30,80,85,0,1,85,99,30
40,30,100,85,40,30,70,85,0
0,60,40,60,0,60,0,50,50
40,60,40,50,40,50,50,50,50
75,80,0,0,75,75,0,0,95
90,95,0,0,90,90,0,0,70
40,40,80,90,50,60,85,75,50
85,40,0,40,70,23,0,45,43
100,90,15,30,100,90,15,30,90
83,90,40,40,90,90,40,25,70
75,75,35,40,80,50,60,50,65
0,30,85,60,0,0,85,60,50
0,0,70,70,15,50,70,60,70
60,40,70,85,30,0,85,85,40
50,40,50,40,0,40,85,70,50
60,50,86,70,50,50,70,70,0
60,70,0,15,50,50,15,15,50
40,15,85,70,0,0,60,70,70
70,NA,30,NA,60,NA,30,NA,NA
40,15,70,70,30,0,50,60,50
50,50,50,50,50,50,50,50,50
90,90,50,25,75,80,40,30,100
0,15,85,70,0,0,95,70,0
70,60,60,40,50,60,50,50,0
40,40,85,85,15,60,70,85,50
60,70,60,85,70,87,60,79,70
30,15,90,85,35,0,85,100,50
30,30,60,60,40,40,60,60,30
100,NA,40,NA,85,NA,30,NA,NA
60,30,15,0,60,40,60,50,0
85,70,0,0,50,50,50,50,50
95,98,0,0,85,95,0,1,100
70,50,15,0,60,50,0,0,10
15,0,85,65,5,0,70,65,5
70,85,30,60,80,90,50,40,90
100,100,85,100,60,100,60,85,60
85,100,40,50,40,50,40,50,100
60,60,30,30,50,70,15,60,50
100,100,0,0,50,50,0,0,10
85,100,0,0,70,85,0,0,60
100,100,0,0,100,100,0,0,100
95,100,0,0,95,95,0,0,75
70,70,70,70,50,60,60,70,85
15,30,70,60,15,30,70,70,15
100,100,0,0,100,85,0,15,15
30,30,85,85,40,40,70,60,50
40,60,40,50,50,60,0,15,85
30,30,70,50,50,40,60,70,50
90,80,10,20,80,80,0,1,50
85,70,60,40,70,70,30,60,15
30,25,30,0,30,0,30,0,0
1,0,70,50,36,5,83,50,0
70,NA,85,NA,70,NA,50,NA,NA
40,50,60,60,40,40,70,70,50
87,72,25,14,75,64,30,8,95
15,50,70,70,15,50,85,85,NA
0,15,15,30,0,15,50,50,50
15,50,85,70,15,50,100,100,50
40,60,85,85,30,40,60,50,85
85,70,15,15,50,50,15,0,50
60,50,60,50,50,50,40,40,50
0,0,70,85,0,0,60,100,30
30,30,70,60,0,15,100,85,40
70,70,40,30,60,70,50,50,100
30,30,80,85,20,30,65,60,50
0,40,50,60,50,50,50,50,50
50,NA,50,NA,50,NA,50,NA,NA
0,NA,85,NA,0,NA,95,NA,NA
100,95,15,30,100,95,15,0,80
90,88,32,30,75,60,3,5,87
75,75,45,50,80,80,65,20,50
15,40,85,85,15,30,100,85,70
40,70,70,70,15,40,60,70,40
60,70,30,50,50,50,50,50,50
70,50,50,60,50,60,30,40,0
15,NA,85,NA,0,NA,85,NA,NA
85,85,30,30,70,80,40,50,80
70,70,40,40,70,85,30,30,50
0,50,0,30,0,40,0,30,40
15,0,70,85,60,40,60,NA,30
100,100,0,0,100,100,0,0,85
60,50,70,55,75,65,45,30,70
35,40,65,50,25,30,50,50,50
70,70,15,15,85,70,0,0,50
100,100,15,0,40,90,15,70,55
85,NA,30,NA,70,NA,0,NA,NA
0,0,70,70,0,0,70,85,30
10,20,45,50,50,50,75,50,30
60,60,50,60,60,60,30,50,50
0,0,90,90,0,0,90,100,50
70,70,40,15,60,70,15,50,50
60,50,60,50,60,40,60,70,15
40,50,30,50,50,50,50,50,0
70,85,40,9,50,59,15,0,100
0,0,85,50,0,0,85,0,0
15,0,85,85,15,15,85,85,50
85,85,40,0,85,85,50,0,50
15,0,70,86,10,0,70,80,46
60,85,0,0,60,60,0,0,0
85,85,15,15,85,70,15,30,70
70,100,0,30,50,85,0,0,100
50,50,70,60,30,15,85,40,0
100,100,15,15,100,100,15,50,70
60,65,70,75,60,45,50,55,50
40,30,85,70,60,85,70,70,60
30,0,85,70,15,15,100,100,60
30,40,70,85,20,30,60,60,50
100,100,0,30,100,100,0,30,50
85,100,70,40,70,50,60,85,50
15,15,70,75,10,15,80,80,30
100,100,40,50,85,100,70,50,0
60,65,1,15,70,75,5,20,100
70,65,20,20,60,65,5,0,70
30,30,60,70,50,40,60,60,50
15,5,100,100,12,10,95,95,30
0,50,100,100,0,40,100,50,0
50,50,50,50,50,50,50,50,50
70,65,30,35,60,70,15,30,50
85,100,30,30,85,100,0,0,50
40,NA,38,NA,60,NA,2,NA,NA
15,30,50,40,30,40,50,50,30
15,0,85,85,0,0,90,80,5
85,85,15,0,70,60,15,15,60
100,85,15,0,90,70,15,0,60
60,40,70,50,40,30,70,60,85
40,70,15,30,40,70,15,40,50
76,100,30,30,70,70,50,50,50
0,15,100,85,0,0,100,70,15
60,60,50,50,50,50,70,65,40
70,85,70,15,60,80,60,60,70
